Longitude,Latitude,Cruise,Date,Depth,CTD_O2,PO4,SI,NO3,Mean_NH4,Std_NH4,Mean_NO2,Std_NO2,Mean_H2S,Std_H2S,Cells/ml,Mean_N2,Std_n2,Mean_O2,Std_o2,Mean_co2,Std_co2,Mean_N2O,Std_N2O,Mean_CH4,Std_CH4
-123.505,48.59166667,78,2012-12-12,85,56.333,3.133,52.313,27.599,0.1202,0.0182,0,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,13.66,0.093,20.709,0.155
-123.505,48.59166667,78,2012-12-12,90,29.07,2.977,45.074,24.7,0.2672,0.0572,0,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,14.765,0.181,7.265,0.028
-123.505,48.59166667,78,2012-12-12,97,7.715,3.966,52.142,19.493,0.2766,0.0598,0.0291,0.0494,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,14.987,0.024,4.136,0.046
-123.505,48.59166667,78,2012-12-12,100,4.854,3.855,48.273,17.528,0.1204,0.0256,0,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,14.374,0.077,3.052,0.184
-123.505,48.59166667,78,2012-12-12,110,2.841,3.798,41.076,13.126,0.1705,0.0008,0,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,13.494,0.206,3.45,0.658
-123.505,48.59166667,78,2012-12-12,120,2.83,4.855,42.934,3.252,0.1567,0.0186,0,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,9.608,0.034,3.019,0.13
-123.505,48.59166667,78,2012-12-12,135,7.834,4.298,53.902,21.352,0.1231,0.0023,0,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,3.958,0.075,52.526,1.551
-123.505,48.59166667,78,2012-12-12,150,13.251,3.97,33.162,22.894,0.2074,0.0081,0,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16.824,0.258,2.53,0.575
-123.505,48.59166667,78,2012-12-12,165,16.593,4.28,37.029,20.497,0.2987,0.0694,0,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,17.493,0.069,2.372,0.053
-123.505,48.59166667,78,2012-12-12,185,19.723,4.128,42.998,24.447,0.097,0.0016,0,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,18.179,0.101,2.029,0.136
-123.505,48.59166667,78,2012-12-12,200,6.053,4.33,42.995,24.86,0.1126,0.0088,0,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,19.983,0.052,3.162,0.272
-123.505,48.59166667,79,2013-01-16,10,180.578,2.168,53.357,28.702,0,0,0.0673,0.0272,0,0,7559.013,NAN,NAN,NAN,NAN,NAN,NAN,22.688,0.033,4.124,0.126
-123.505,48.59166667,79,2013-01-16,20,178.403,2.376,52.55,28.535,0,0,0.3125,0.0294,0,0,7814.091,NAN,NAN,NAN,NAN,NAN,NAN,10.931,1.977,19.464,6.704
-123.505,48.59166667,79,2013-01-16,40,153.818,2.494,54.394,28.676,0,0,0,0,0,0,6122.709,NAN,NAN,NAN,NAN,NAN,NAN,12.158,0.279,25.685,0.021
-123.505,48.59166667,79,2013-01-16,60,187.38,1.87,52.845,28.317,0,0,0,0,0,0,16981.137,NAN,NAN,NAN,NAN,NAN,NAN,13.526,0.22,18.57,0.215
-123.505,48.59166667,79,2013-01-16,75,161.548,2.221,50.085,28.481,0,0,0,0,0,0,16911.765,NAN,NAN,NAN,NAN,NAN,NAN,12.747,0.043,31.862,0.09
-123.505,48.59166667,79,2013-01-16,85,94.433,2.667,50.625,27.888,0,0,0,0,0,0,13066.959,NAN,NAN,NAN,NAN,NAN,NAN,12.982,0.004,30.288,0.133
-123.505,48.59166667,79,2013-01-16,90,40.911,3.313,54.455,26.261,0,0,0,0,0,0,15248.348,NAN,NAN,NAN,NAN,NAN,NAN,13.995,0.043,22.033,0.196
-123.505,48.59166667,79,2013-01-16,97,7.703,3.976,50.15,19.343,0,0,0.1987,0.0045,0,0,22723.236,NAN,NAN,NAN,NAN,NAN,NAN,14.867,0.045,21.963,0.292
-123.505,48.59166667,79,2013-01-16,100,5.649,4.483,50.842,16.006,0,0,0.1395,0.025,0,0,12826.25,NAN,NAN,NAN,NAN,NAN,NAN,13.206,0.271,38.217,0.234
-123.505,48.59166667,79,2013-01-16,110,2.84,4.644,54.253,12.447,0,0,0.5801,0.0045,0,0,5472.378,NAN,NAN,NAN,NAN,NAN,NAN,11.24,0.104,38.382,0.749
-123.505,48.59166667,79,2013-01-16,120,2.715,4.045,37.792,10.731,0,0,0.6939,0.0113,0,0,6622.647,NAN,NAN,NAN,NAN,NAN,NAN,4.797,0.009,47.966,0.071
-123.505,48.59166667,79,2013-01-16,135,5.717,4.224,49.138,21.578,0,0,0.2773,0.034,0,0,7429.436,NAN,NAN,NAN,NAN,NAN,NAN,6.86,0.216,19.291,1.294
-123.505,48.59166667,79,2013-01-16,150,6.115,4.217,58.191,23.034,0,0,0.0241,0.0295,0,0,6429.331,NAN,NAN,NAN,NAN,NAN,NAN,17.356,0.031,3.126,0.876
-123.505,48.59166667,79,2013-01-16,165,8.599,4.228,46.615,23.909,0,0,0,0,0,0,7303.438,NAN,NAN,NAN,NAN,NAN,NAN,17.941,0.276,3.086,0.133
-123.505,48.59166667,79,2013-01-16,185,9.869,4.25,51.158,24.545,0,0,0.0192,0.0771,0,0,6996.405,NAN,NAN,NAN,NAN,NAN,NAN,18.332,0.026,4.158,0.249
-123.505,48.59166667,79,2013-01-16,200,4.885,4.268,46.885,24.004,0,0,0,0,0,0,13058.814,NAN,NAN,NAN,NAN,NAN,NAN,20.164,0.357,5.387,0.021
-123.505,48.59166667,80,2013-02-13,10,181.196,1.613,23.072,12.904,0,0,0.4013,0.0416,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,14.167,0.14,6.642,0.164
-123.505,48.59166667,80,2013-02-13,20,173.132,1.83,28.149,16.176,0,0,0.3792,0.0075,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,13.393,0.185,23.175,4.323
-123.505,48.59166667,80,2013-02-13,40,178.515,1.745,21.642,14.353,0,0,0.2007,0.0342,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,13.595,0.039,17.315,1.32
-123.505,48.59166667,80,2013-02-13,60,160.848,2.444,47.699,24.583,0,0,0.1692,0.0074,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,13.742,0.018,12.429,0.124
-123.505,48.59166667,80,2013-02-13,75,149.762,2.398,46.127,27.674,0,0,0.0273,0.003,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,13.953,0.014,15.919,0.374
-123.505,48.59166667,80,2013-02-13,85,135.331,1.719,23.433,11.265,0,0,0.1113,0.0059,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,13.976,0.043,33.809,0.473
-123.505,48.59166667,80,2013-02-13,90,100.632,1.917,24.803,11.573,0,0,0.104,0.0074,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,12.231,0.301,38.116,1.048
-123.505,48.59166667,80,2013-02-13,97,33.242,2.309,30.323,14.071,0,0,0.1849,0.0416,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,12.682,0.214,26.656,0.884
-123.505,48.59166667,80,2013-02-13,100,19.229,2.265,23.126,10.853,0,0,0.1849,0.0148,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,13.06,0.024,9.833,0.546
-123.505,48.59166667,80,2013-02-13,110,4.673,3.511,27.792,8.536,0,0,0.0588,0.0238,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,12.717,0.001,5.595,0.096
-123.505,48.59166667,80,2013-02-13,120,3.881,3.176,17.771,4.908,0,0,1.2217,0.0906,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,7.153,0.033,5.119,0.064
-123.505,48.59166667,80,2013-02-13,135,4.958,3.703,28.003,12.408,0,0,0.7899,0.0148,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,7.769,0.064,49.621,0.871
-123.505,48.59166667,80,2013-02-13,150,5.547,3.772,32.353,16.157,0,0,0.1776,0.0371,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,9.343,0.192,10.707,0.338
-123.505,48.59166667,80,2013-02-13,165,6.102,2.662,16.935,8.557,0,0,0.1156,0.0416,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16.647,0.18,3.973,0.042
-123.505,48.59166667,80,2013-02-13,185,5.478,3.218,31.53,13.03,0,0,0.2574,0.0698,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,15.783,0.097,2.7,0.11
-123.505,48.59166667,80,2013-02-13,200,6.053,2.181,21.165,12.154,0,0,0.1219,0.0387,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,11.353,0.32,2.778,0.151
-123.505,48.59166667,81,2013-03-13,10,204.505,2.237,47.994,25.932,0.5295,0.0207,0.3349,0.0198,0,0,275107.33,NAN,NAN,NAN,NAN,NAN,NAN,13.042,0.048,5.579,0.008
-123.505,48.59166667,81,2013-03-13,20,199.381,2.291,48.382,26.343,0.2388,0.0155,0.634,0.0199,0,0,2180915.71,NAN,NAN,NAN,NAN,NAN,NAN,12.373,0.069,43.799,13.166
-123.505,48.59166667,81,2013-03-13,40,168.883,2.45,51.507,29.089,4.9409,2.1039,0.2555,0.1674,0,0,282921.2,NAN,NAN,NAN,NAN,NAN,NAN,12.442,0.03,34.829,3.317
-123.505,48.59166667,81,2013-03-13,60,149.472,2.553,52.956,28.18,4.1121,1.0174,0.0312,0.0264,0,0,253870.13,NAN,NAN,NAN,NAN,NAN,NAN,12.589,0.24,23.95,0.556
-123.505,48.59166667,81,2013-03-13,75,36.263,2.581,51.643,29.657,0.9446,0.0365,0,0,0,0,280156.83,NAN,NAN,NAN,NAN,NAN,NAN,13.194,0.437,9.545,0.574
-123.505,48.59166667,81,2013-03-13,85,148.597,3.618,56.718,24.11,0,0,0.053,0.0837,0,0,222959.4,NAN,NAN,NAN,NAN,NAN,NAN,13.591,0.215,11.703,0.058
-123.505,48.59166667,81,2013-03-13,90,146.619,2.818,50.983,28.691,0,0,0,0,0,0,346853.64,NAN,NAN,NAN,NAN,NAN,NAN,13.356,0.537,4.354,0.558
-123.505,48.59166667,81,2013-03-13,97,54.947,4.479,60.863,14.815,0,0,0.2228,0.0551,0,0,262560.36,NAN,NAN,NAN,NAN,NAN,NAN,14.199,0.051,7.038,0.034
-123.505,48.59166667,81,2013-03-13,100,29.962,3.714,59.963,23.007,0.066,0.0141,0.6386,0.1674,0,0,811519.9,NAN,NAN,NAN,NAN,NAN,NAN,10.532,0.002,2.721,0.173
-123.505,48.59166667,81,2013-03-13,110,12.547,4.624,47.13,11.693,0,0,0.0576,0.0991,0,0,261913.06,NAN,NAN,NAN,NAN,NAN,NAN,13.165,0.092,4.386,0.187
-123.505,48.59166667,81,2013-03-13,120,1.774,4.506,46.905,18.506,0.5288,0.0421,0.4985,0.0705,0,0,211901.89,NAN,NAN,NAN,NAN,NAN,NAN,9.967,0.084,8.321,0.046
-123.505,48.59166667,81,2013-03-13,135,13.907,4.426,46.99,18.733,0,0,0.6916,0.0044,0,0,182247.7,NAN,NAN,NAN,NAN,NAN,NAN,8.6,0.123,41.057,0.579
-123.505,48.59166667,81,2013-03-13,150,5.26,2.697,50.984,28.876,0,0,0.4455,0.2379,0,0,209995.44,NAN,NAN,NAN,NAN,NAN,NAN,9.516,0.073,44.95,1.308
-123.505,48.59166667,81,2013-03-13,165,5.111,4.444,49.298,21.506,0,0,0.0545,0.0375,0,0,164103.33,NAN,NAN,NAN,NAN,NAN,NAN,13.008,0.085,9.611,0.336
-123.505,48.59166667,81,2013-03-13,185,4.054,4.635,49.082,17.449,0,0,0.3926,0.1234,0,0,298560.97,NAN,NAN,NAN,NAN,NAN,NAN,12.827,0.037,2.504,0.232
-123.505,48.59166667,81,2013-03-13,200,3.401,5.264,49.052,0,0.4477,0.0133,0,0,0,0,367226.01,NAN,NAN,NAN,NAN,NAN,NAN,2.77,0.03,97.101,4.884
-123.505,48.59166667,82,2013-04-17,10,241.666,1,24.999,9.518,0.5295,0.0207,0.05,0.0195,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.641,0.012,525.76,30.747
-123.505,48.59166667,82,2013-04-17,20,196.416,1.943,40.398,20.983,0.2388,0.0155,0.133,0.0045,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,12.827,0.326,34.284,0.748
-123.505,48.59166667,82,2013-04-17,40,173.472,2.127,52.054,28.394,4.9409,2.1039,0.2649,0.0075,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16.305,0.441,32.779,0.169
-123.505,48.59166667,82,2013-04-17,60,172.294,2.38,50.824,28.064,4.1121,1.0174,0.1788,0.003,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,17.091,0.108,30.292,0.647
-123.505,48.59166667,82,2013-04-17,75,126.239,2.493,57.164,30.008,0.9446,0.0365,0,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,17.769,0.154,32.974,0.291
-123.505,48.59166667,82,2013-04-17,85,123.062,2.316,62.127,28.383,0,0,0,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,10.464,10.604,26.712,17.057
-123.505,48.59166667,82,2013-04-17,90,98.317,2.954,61.798,28.256,0,0,0,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,19.008,0.062,11.685,0.383
-123.505,48.59166667,82,2013-04-17,97,55.156,NAN,NAN,NAN,0,0,0,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,19.31,0.884,11.267,0.126
-123.505,48.59166667,82,2013-04-17,100,37.687,3.233,67.846,27.6,0.066,0.0141,0,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,19.258,0.189,10.931,0.327
-123.505,48.59166667,82,2013-04-17,110,6.82,4.267,81.918,20.777,0,0,0,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,19.77,0.173,9.83,0.246
-123.505,48.59166667,82,2013-04-17,120,2.838,4.697,88.298,13.552,0.5288,0.0421,0.1085,0.003,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16.542,0.173,3.799,0.083
-123.505,48.59166667,82,2013-04-17,135,2.719,4.003,89.171,18.081,0,0,0.8766,0.003,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,13.699,0.003,11.712,0.494
-123.505,48.59166667,82,2013-04-17,150,2.727,4.473,87.936,19.505,0,0,0.4617,0.0061,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,15.716,0.211,86.493,0.116
-123.505,48.59166667,82,2013-04-17,165,2.644,4.629,85.883,16.584,0,0,0.5149,0.0091,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16.495,0.048,36.327,0.715
-123.505,48.59166667,82,2013-04-17,185,2.627,4.685,83.858,12.935,0,0,0.8202,0.0045,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,10.958,0.706,71.224,1.141
-123.505,48.59166667,82,2013-04-17,200,2.511,5.068,90.054,2.711,0.4477,0.0133,0.3745,0.006,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,10.389,0.248,226.767,4.185
-123.505,48.59166667,83,2013-05-08,10,292.886,1.245,27.804,13.263,0.7808,0.0147,0,0,0,0,9388983.4,NAN,NAN,NAN,NAN,NAN,NAN,5.865,0.488,289.078,4.271
-123.505,48.59166667,83,2013-05-08,20,285.18,1.187,24.869,11.693,1.3921,0.0155,0,0,0,0,3272258.3,NAN,NAN,NAN,NAN,NAN,NAN,15.372,0,36.574,0
-123.505,48.59166667,83,2013-05-08,40,218.158,1.948,28.746,16.716,3.3209,0.0098,0.046,0.0271,0,0,2550829.35,NAN,NAN,NAN,NAN,NAN,NAN,16.344,0.202,43.224,0.756
-123.505,48.59166667,83,2013-05-08,60,175.923,2.276,53.219,30.138,0,0,0.0527,0.0284,0,0,3235532.96,NAN,NAN,NAN,NAN,NAN,NAN,16.939,1.281,49.231,1.628
-123.505,48.59166667,83,2013-05-08,75,137.017,2.574,56.948,29.839,0,0,0,0,0,0,3003156.49,NAN,NAN,NAN,NAN,NAN,NAN,18.138,0,36.138,2.63
-123.505,48.59166667,83,2013-05-08,85,85.996,2.929,63.069,29.948,0,0,0,0,0,0,2332982.67,NAN,NAN,NAN,NAN,NAN,NAN,19.3,0.185,25.299,3.086
-123.505,48.59166667,83,2013-05-08,90,71.366,3.193,65.243,29.73,0.3052,0.0378,0.0096,0.0216,0,0,2076339.6,NAN,NAN,NAN,NAN,NAN,NAN,20.253,0.202,10.765,0.616
-123.505,48.59166667,83,2013-05-08,97,34.792,2.801,69.567,29.296,0.3556,0.038,0,0,0,0,2468911.38,NAN,NAN,NAN,NAN,NAN,NAN,20.751,0.022,5.502,0.023
-123.505,48.59166667,83,2013-05-08,100,26.255,3.463,69.769,28.841,0,0,0.023,0.0704,0,0,3245052.49,NAN,NAN,NAN,NAN,NAN,NAN,10.631,15.035,1.957,2.767
-123.505,48.59166667,83,2013-05-08,110,9.193,3.87,83.825,23.916,0,0,0,0,0,0,2443709.72,NAN,NAN,NAN,NAN,NAN,NAN,21.079,0.033,2.565,0.051
-123.505,48.59166667,83,2013-05-08,120,4.026,3.568,88.791,15.942,0,0,0.047,0.0176,0,0,3165211.67,NAN,NAN,NAN,NAN,NAN,NAN,14.802,0.017,1.344,0.109
-123.505,48.59166667,83,2013-05-08,135,3.76,3.876,92.511,16.06,0,0,1.1696,0.0392,0,0,3292450.68,NAN,NAN,NAN,NAN,NAN,NAN,12.109,0.083,0.962,0.029
-123.505,48.59166667,83,2013-05-08,150,3.715,3.884,91.476,17.398,0,0,0.8832,0.0271,0,0,2261399.17,NAN,NAN,NAN,NAN,NAN,NAN,14.917,0.129,90.728,1.998
-123.505,48.59166667,83,2013-05-08,165,3.646,4.76,82.671,12.632,0.2179,0.0857,0.7893,0.0081,0,0,2326569.58,NAN,NAN,NAN,NAN,NAN,NAN,12.389,2.362,105.063,17.337
-123.505,48.59166667,83,2013-05-08,185,3.621,4.306,99.662,4.788,0,0,0.7357,0.0108,0,0,3296708.25,NAN,NAN,NAN,NAN,NAN,NAN,7.206,0.144,328.102,12.267
-123.505,48.59166667,83,2013-05-08,200,3.403,5.536,86.037,0,1.987,0.0563,0,0,0,0,1265544.43,NAN,NAN,NAN,NAN,NAN,NAN,5.166,0.447,357.441,3.99
-123.505,48.59166667,84,2013-06-13,10,217.245,1.634,25.342,8.155,1.0651,0.0052,0,0,0,0,35800.207,NAN,NAN,NAN,NAN,NAN,NAN,2.669,0.388,368.765,6.526
-123.505,48.59166667,84,2013-06-13,20,203.558,1.376,27.311,11.482,3.0211,0.0044,0.1349,0.0052,0,0,19630.59,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,84,2013-06-13,40,158.837,1.929,30.086,16.104,4.3099,0.0956,0.2612,0.1102,0,0,14128.967,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,84,2013-06-13,60,132.359,2.223,46.926,30.508,0.0457,0.0474,0.3676,0.0472,0,0,17688.09,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,84,2013-06-13,75,80.724,2.507,53.209,29.359,0,0,0,0,0,0,37577.033,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,84,2013-06-13,85,50.474,2.706,54.37,22.793,0,0,0,0,0,0,41911.74,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,84,2013-06-13,90,41.549,3.237,64.381,30.679,0,0,0,0,0,0,32867.38,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,84,2013-06-13,97,38.312,3.645,72.111,27.331,0,0,0,0,0,0,28742.257,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,84,2013-06-13,100,37.795,3.188,64.112,23.878,0,0,0,0,0,0,23846.037,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,84,2013-06-13,110,14.664,3.785,74.618,20.627,0,0,0,0,0,0,22529.52,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,84,2013-06-13,120,3.874,4.481,89.188,14.868,0,0,0,0,0,0,14976.39,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,84,2013-06-13,135,3.569,4.399,95.247,11.361,0,0,1.1894,0.0298,0,0,12759.49,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,84,2013-06-13,150,3.478,4.249,78.169,7.463,0,0,0.9381,0.0455,0,0,20461.74,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,84,2013-06-13,165,3.388,5.094,91.292,6.342,2.0016,0.5076,0.7748,0.0595,0,0,28738.62,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,84,2013-06-13,185,3.397,4.484,88.713,0.811,0,0,0,0,0,0,52858.357,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,84,2013-06-13,200,0,5.256,107.16,0,1.7156,1.3833,0,0,1.9608,0.0068,50126.083,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,85,2013-07-10,10,222.498,1.262,43.163,8.567,8.567,NAN,0.995,NAN,0.144,NAN,14045.463,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,85,2013-07-10,20,211.73,1.025,36.998,3.194,3.194,NAN,0.135,NAN,0.2,NAN,11440.487,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,85,2013-07-10,40,164.654,1.995,35.447,17.279,17.279,NAN,0.236,NAN,0.596,NAN,11072.7,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,85,2013-07-10,60,117.798,2.396,43.005,28.75,28.75,NAN,0.71,NAN,0.983,NAN,13749.955,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,85,2013-07-10,75,74.776,3.097,59.717,30.67,30.67,NAN,3.397,NAN,0.109,NAN,14221.785,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,85,2013-07-10,85,46.262,3.51,67.334,30.023,30.023,NAN,3.152,NAN,0.639,NAN,15182.913,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,85,2013-07-10,90,40.116,3.54,69.786,29.59,29.59,NAN,0.228,NAN,0,NAN,16728.457,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,85,2013-07-10,97,35.73,3.703,71.644,28.375,28.375,NAN,4.562,NAN,0,NAN,16693.623,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,85,2013-07-10,100,33.858,3.318,62.193,22.832,22.832,NAN,2.572,NAN,0.039,NAN,14892.93,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,85,2013-07-10,110,21.375,3.659,73.809,27.849,27.849,NAN,1.174,NAN,0.271,NAN,16137.7,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,85,2013-07-10,120,12.18,3.591,72.57,18.425,18.425,NAN,0.787,NAN,0.051,NAN,13456.845,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,85,2013-07-10,135,4.985,4.438,87.913,17.293,17.293,NAN,0.626,NAN,1.226,NAN,12942.34,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,85,2013-07-10,150,3.061,4.915,99.207,6.431,6.431,NAN,0.407,NAN,0.147,NAN,15942.49,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,85,2013-07-10,165,2.754,5.048,104.154,0,0,NAN,0.223,NAN,0.147,NAN,114759.757,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,85,2013-07-10,185,2.648,5.61,114.212,0,0,NAN,0.288,NAN,0,NAN,59339.473,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,85,2013-07-10,200,0,5.672,112.657,0,0,NAN,0.114,NAN,0.211,NAN,50735.067,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,86,2013-08-01,10,257.717,0.721,25.414,3.132,0.0014,0.0836,0.0113,0.0014,0,0,32122.137,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,86,2013-08-01,20,189.801,1.915,42.564,15.649,2.1519,0.0778,0.3745,0.0116,0,0,9806.943,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,86,2013-08-01,40,133.746,2.31,43.508,25.936,0,0,0.0731,0.0043,0,0,6995.587,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,86,2013-08-01,60,94.186,2.563,52.48,29.515,0,0,0.0576,0.0349,0,0,9906.33,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,86,2013-08-01,75,55.53,3.196,66.36,31.812,0,0,0.0227,0.0087,0,0,11742.743,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,86,2013-08-01,85,39.699,3.486,72.624,30.783,0,0,0.0093,0.0218,0,0,14655.045,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,86,2013-08-01,90,37.831,3.558,73.21,30.772,0,0,0.0473,0.0204,0,0,14858.053,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,86,2013-08-01,97,35.927,3.522,72.708,29.74,0,0,0.0144,0.0146,0,0,13530.49,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,86,2013-08-01,100,34.258,3.633,74.284,29.52,0,0,0.001,0.0247,0,0,11289.813,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,86,2013-08-01,110,24.168,3.678,75.503,28.077,0,0,0.0525,0.0044,0,0,27706.8,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,86,2013-08-01,120,17.416,4.211,84.022,19.977,0,0,0.0391,0.0058,0,0,26700.017,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,86,2013-08-01,135,7.053,4.469,89.473,16.16,0,0,0.2798,0.0611,0,0,44032.615,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,86,2013-08-01,150,4.491,5.121,102.645,1.633,0.4195,0.0006,0.2449,0.0117,0,0,37176.215,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
